Nombre,Descripcion,Vendedor,Imagenes
Pulseras,PULCERA EN MACRAMÉ Y ENGARZADO EN PIEDRAS,MGSM Cooperativas,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/WhatsApp-Image-2025-04-09-at-08.57.31-MGSM-Cooperativas.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/WhatsApp-Image-2025-04-09-at-08.48.42-MGSM-Cooperativas.jpeg
Figuras en 3D,,Gonzalo Colinguante,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG-20250408-WA0037-Gonzalo-Colinguante.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/unnamed-file.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/9c0094e6615445618da3c0fe45db5a7f-Gonzalo-Colinguante.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/GridArt_20250408_195422476-Gonzalo-Colinguante-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG-20250408-WA0038-Gonzalo-Colinguante.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG-20250408-WA0039-Gonzalo-Colinguante.jpg
Brownie de Chocolate,,Nicole Lagiglia,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/7-Nicole-Lagiglia.jpg
Alfajor de Maicena,Alfajores artesanales de maicena,Nicole Lagiglia,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/5-Nicole-Lagiglia.jpg
Granola Andina,"DESCRIPCIÓN: Granola proteica elaborada a base de cereales y miel, con mix de frutos secos regionales, semillas y pasas de uva. PESO: 500 gr. INGREDIENTES: Salvado de trigo, copos de maíz, harina de lentejas germinadas, coco rallado, semillas de girasol, quinoa inflada, almendras y nueces activadas, pasas de uva morena jumbo, mantequilla de maní natural, azúcar mascabo, avena, miel, maca, clara de huevo, canela. MARIDAJE: Disfrutarla sola, con yogur natural o leche. USOS: Ideal para complementar desayunos y meriendas. PROPIEDADES: Nuestras granola Andina tiene un alto contenido de proteína vegetal, fibras y grasas saludables. Elaborada sin conservantes ni otros aditivos.",brigithe soplapuco more,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Nuevo-brigithe-soplapuco-more.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_0124-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_9421-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_9423-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_0134-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_9420-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_9423-brigithe-soplapuco-more-1-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_9423-brigithe-soplapuco-more-2-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_9427-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_9440-brigithe-soplapuco-more-scaled.jpeg
Barrita Proteica “Cocodelicia”,"DESCRIPCIÓN: Barrita proteica sabor a coco, elaborada a base de harina de coco y dátiles, recubierta de chocolate con lluvia de coco rallado. PESO: 55 gr. INGREDIENTES: Dátiles, harina de coco, harina de almendras, harina de lentejas germinadas, harina de chia, coco rallado, miel, chocolate semiamargo, mantequilla de maní natural, maca, aceite de coco. MARIDAJE: Se puede comer sola, con café, yogur o batidos de fruta. USOS: Ideal para personas fitness y en movimiento. Complemento nutricional. Se puede consumir antes o después de cada entrenamiento físico para aportar potencia y vitalidad, como así también ganar masa muscular. PROPIEDADES: Snack saludable elaborado con ingredientes de origen natural. Satisface la necesidad de comer algo rico y nutritivo en cualquier momento del día. Alto contenido de proteína vegetal. No contiene gluten.",brigithe soplapuco more,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_0289-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/DSC3235-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/DSC3249-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/DSC3294-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/DSC3249-brigithe-soplapuco-more-1-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/DSC3290-1-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_0287-brigithe-soplapuco-more-scaled.jpeg
Barritas de Cereal “Granola Mix”,"DESCRIPCIÓN: Barrita energética de cereal y miel con mix de frutos secos, semillas y pasas de uva. PESO: 35 gr. INGREDIENTES: Avena, quinoa inflada, copos de maíz, miel, mantequilla de maní natural, azúcar mascabo, almendras y nueces activadas, coco rallado, arroz yamaní inflado, pasas de uva, clara de huevo, maca, semillas de lino, chia, manteca. MARIDAJE: Disfrutarla sola, con yogurt o batidos de fruta, como así también con un buen café o unos ricos mates. USOS: Ideal para días movidos, podes llevarla con vos a donde sea. PROPIEDADES: El snack perfecto para quienes buscan bienestar y sabor en cada bocado. 100% natural y sin azúcares refinados. Alimento práctico con alto valor energético. Contiene fibras, proteínas y grasa saludables.",brigithe soplapuco more,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_0444-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/DSC3140-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/DSC3143-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/DSC3150-brigithe-soplapuco-more-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/47B99F83-A19F-4AAB-87A5-D375EA080EDE-brigithe-soplapuco-more.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_0429-brigithe-soplapuco-more-scaled.jpeg
Cuadros en Mosaiquismo,,Cynthia Martedi,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/WhatsApp-Image-2025-04-08-at-10.03.13-Cynthia-Martedi.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/WhatsApp-Image-2025-04-08-at-10.02.06-Cynthia-Martedi.jpeg
Floreros,,Cynthia Martedi,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/WhatsApp-Image-2025-04-08-at-10.06.20-Cynthia-Martedi.jpeg
Tazas,,Cynthia Martedi,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/WhatsApp-Image-2025-04-08-at-10.18.48-Cynthia-Martedi.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/WhatsApp-Image-2025-04-08-at-10.07.33-Cynthia-Martedi.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/WhatsApp-Image-2025-04-08-at-10.18.50-Cynthia-Martedi.jpeg
Cartuchera,,Belen Barzola,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250408_091857-Belen-Barzola-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250407_152746-Belen-Barzola-scaled.jpg
Bolso Matero,,Belen Barzola,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241017_174055-Belen-Barzola-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20240911_143311-Belen-Barzola-scaled.jpg
Moños para el Cabello,Todo tipo de accesorios para el cabello Moños Vinchas Colines,Belen Barzola,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20260603_083241907_MFNR-Belen-Barzola-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250331_132725-Belen-Barzola-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250317_123221-Belen-Barzola-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/GridArt_20250328_141105623-Belen-Barzola-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/GridArt_20250328_141017938-Belen-Barzola-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/GridArt_20250317_180346586-Belen-Barzola-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/GridArt_20250225_074216686-Belen-Barzola-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20260602_171150555_MFNR-Belen-Barzola-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20260519_145116824_MFNR_HDR-Belen-Barzola-scaled.jpg
Cuadernos,Bitácoras – Cuadernos forrados con fieltro pintado con lana afieltrado con aguja. Motivos regionales,susana matus,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241126_175733795_HDR2-susana-matus-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241126_180014870_HDR2-susana-matus-1-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241126_180014870_HDR2-susana-matus-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241126_180218392_HDR2-susana-matus.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241126_180348115_HDR2-susana-matus.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241126_180515743_HDR2-susana-matus.jpg
Gorros con Fieltro,"Gorros con motivos regionales como cerro Aconcagua, la Payunia etc",susana matus,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20240512_201512-susana-matus-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20220630_124321-susana-matus-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20220710_032435-susana-matus-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20220723_145445-susana-matus-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20240527_1523392-1-susana-matus-1-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20240527_1523392-1-susana-matus-scaled.jpg
Porta Botellas,Tela base arpillera pintada con lana afieltrada con aguja con motivos de racimos o viñedos,susana matus,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241017_201206481_HDR-susana-matus-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241017_200825364_HDR-susana-matus-scaled.jpg
Cinturones,"Cinturones y muñequeras: Están hechos con lonjas de cuero crudo de diferentes tallas. En el proceso se usa pintura para cuero. Algunos cinturones solo tienen hebillas, otros troquelados con diferentes motivos, tejidos con tiento de cabra, bordados con hilos de cera. Llaveros: también hechos de cuero crudo, tejido los bordes con tiendo de cabra, tiene aplique, algunos troquelados, otros bordados.",Estrella Gomero,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_194539393-Estrella-Gomero-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_193919146-Estrella-Gomero-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_194206639-Estrella-Gomero-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_194351169-Estrella-Gomero-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_194401962-Estrella-Gomero-scaled.jpg
Cartera de Cuero,"Están hechas a partir de cuero de vaca, curtido vegetal. Luego se pinta el cuero. Se cosen haciendo trenzas con tiento de cabra e hilos de cera. Una de las técnicas usadas es el repujado con cinceles, cuyas imágenes están pintadas con acrílico. También se usa cuero crudo cosido con tela andina (aguayo). Accesorios: hebillas, tachas, remaches, broches.",Estrella Gomero,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_193534863-Estrella-Gomero-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_193303588-Estrella-Gomero-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_193327270-Estrella-Gomero-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_193336433-Estrella-Gomero-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_193349691-Estrella-Gomero-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250327_193522071-Estrella-Gomero-scaled.jpg
Taza Grande,Tazón de cerámica esmaltada técnica colada,Cristina Llull,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250213_194638917-Cristina-Llull-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241005_175836275-Cristina-Llull-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20241017_185939695-Cristina-Llull-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250213_194910386-Cristina-Llull-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_20250213_194931826-Cristina-Llull-scaled.jpg
Juguetes Articulados en 3D,Todo tipo de animales articulados ideal para los niños! llaveros y souvenirs personalizados,martin fabian,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/articulados-y-mas-martin-fabian.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/llaveros-martin-fabian-1.jpg
Porta Celular,"Porta celulares con forma de animales, forma de atriles entre otros",martin fabian,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/atril-porta-cel-martin-fabian.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/porta-celulares-animales-martin-fabian.jpg
Mates 3D,mates en 3D variedad de modelos y coleres,martin fabian,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/mate-360-con-feltro-yerba-martin-fabian.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/mate-stitch-martin-fabian.jpg
"Colgante con Alpaca, Origamis y Resina","Collares de Origami bañados en resina para su durabilidad y resistencia al agua. Vienen con diferentes modelos, correas y apliques en metales",Marian Yamakata,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/20250323_123334-Marian-Yamakata-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/20241030_155356-Marian-Yamakata-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Screenshot_20250330_103119_WhatsAppBusiness-Marian-Yamakata.jpg
Anillo en Alpaca con Aplique de Orgami,Anillo de joyería artesanal de alpaca regulable con aplique de una pieza de Origami con baño de resina,Marian Yamakata,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Screenshot_20250330_103040_WhatsAppBusiness-Marian-Yamakata.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Screenshot_20250330_103043_WhatsAppBusiness-Marian-Yamakata.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Screenshot_20250330_103046_WhatsAppBusiness-Marian-Yamakata.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Screenshot_20250330_103053_WhatsAppBusiness-Marian-Yamakata.jpg
Helados para Eventos,Vamos a eventos con nuestra Van para ofrecer el servicio de helados candy con agregados de golosinas,Andrea Rodriguez,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG-20250219-WA0046-Andrea-Rodriguez.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG-20250113-WA0062-Andrea-Rodriguez.jpg
Ensaladera,"Ensaladera de cerámica artesanal, realizada en barbotina líquida y pintada a mano, con esmaltado de alta calidad. Capacidad: aprox. 2 L. Ideal para acompañarte en tus comidas y compartir ensaladas en la mesa.",laura arriaga,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/20250329_155606-laura-arriaga-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/20250329_155559-laura-arriaga-scaled.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG-20241217-WA0078-laura-arriaga.jpg
Taza,"Taza en ceramica pintada a mano, trabajamos distintas medidas, aptas microondas",laura arriaga,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG-20240731-WA0246-laura-arriaga.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/20250329_155327-laura-arriaga-scaled.jpg
Lemonchelo,"Presentamos aquí a un clásico dentro del mundo de los licores. Es un sabor fuerte, intenso y enérgico. La presencia de hojas de melisa en el mismo hacen que se disfrute tanto en paladar como en la garganta. * Presentamos aquí a un clásico dentro del mundo de los licores. Es un sabor fuerte, intenso y enérgico. La presencia de hojas de melisa en el mismo hacen que se disfrute tanto en paladar como en la garganta.",Abel Lisman,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/limoncello-delgado-Abel-Lisman.jpg
Licor de Sandía,"Se trata de un licor de sandía preparado con mucha delicadeza y paciencia. Su sabor es entrañable, único y difícil de olvidar.",Abel Lisman,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/sandia-Abel-Lisman.jpg
Licor de Chocolate y Menta,"Se trata de un blend de licor de chocolate fundido por nuestro maestro licorero macerado junto con nuestro propio licor de menta. Se destaca por su sabor dulce, suave y exquisito.",Abel Lisman,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/realismo-chocomagico-Abel-Lisman.jpg
Bandejas,,Sandra Salvatella,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/20250309_114358-Sandra-Salvatella-scaled.jpg
Cuaderno con Anillado Inteligente,"Cuaderno tamaño A5, con sistema de discos Las tapas y temática del cuaderno son totalmente personalizadas y las opciones son de 80 hojas o 120 hojas. El sistema de discos te permite modificar el cuaderno según tus necesidades. Se pueden agregar más hojas, agregar accesorios (caratulas, stickers, etc) y se puede elegir hojas a rayas, cuadriculadas o puntos guía. Todos los cuadernos incluyen carátula y sobre final.",Alexa Aban,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_7008040150089903827-Alexa-Aban.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_4470323361784349389-Alexa-Aban.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_5851450854638804731-Alexa-Aban-1.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Photoroom-20250204_075056-Alexa-Aban-1.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Photoroom-20250227_195654-Alexa-Aban.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Photoroom-20250304_174531-Alexa-Aban.png
Agenda Semanal,"Las agendas son totalmente personalizadas, incluyen planner mensual, planner semanal, notas y sobre final. Se puede pedir cualquier temática, estampa o color para las tapas. El sistema de discos hace que las agendas sean muy versátiles, te permite agregar hojas, quitarlas y se adapta a vos. Lo que vuelve única a cada agenda.",Alexa Aban,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_7141986540679710431-Alexa-Aban.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG_5851450854638804731-Alexa-Aban.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Photoroom-20250204_075056-Alexa-Aban.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Photoroom-20250308_002201-Alexa-Aban.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Photoroom-20250308_002328-Alexa-Aban.png | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/Photoroom-20250308_002850-Alexa-Aban.png
"Maceta de ""Lamas""","Macetas de llamas esgrafiadas con engobes realizados en el taller Las llamas se venden como familia, o por separados en sus tres tamaños con la funcionalidad de tener su drenaje incluido",Eliana Leticia Moreno,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/100_5331-1-01-Eliana-Leticia-Moreno-scaled.jpeg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2025/04/IMG-20250227-WA0039-Eliana-Leticia-Moreno.jpg
